tweets,sentiment
26321,2warn this is why 's op ed seems a bit out of touch although he did predict the election results which was very reassuring to me at the time but i don't see them holding on to the coalition they had based on how things are today after sept. tbd.,Positive
7533,qanon is disappearing from online view. i hope it will lead to less covid19 conspiracytheory,Negative
40249,can we learn quickly enough from covid19 to build more resilient health systems? cancer screening was the most disrupted service in providing healthcare due to covid according to,Positive
765,about that quote supposedly attributed to a nobel prize winner it's a hoax fake total and utter bullshit. vaccines don't kill people hoaxers do. capiche? corona covid19,Negative
26435,whatstheplanmatt we are waiting for your response from today's expos. my aunt died after catching covid19 in her care home our family didn't deserve this my cousins didn't and neither did the staff who were wonderful.,Positive
31501,together and united vs the coronavirus covid19 to the end! olympicgames mexico1968 mexico ea sports it's in the game! 2020 tokyo2020 tokyo2021 tokyo japan,Negative
24271,it doesn't help that our government has bet far too heavily on lockdowns and vaccination while obstinately playing stupid word games with mass testing and completely neglecting contact tracing. covid19 covid19ph,Negative
51967,some of us that had trouble w the vax have underlying health issues. the vax primary purpose is activate excite your immune system 2 fight off covid19.,Positive
46088,our immune system is responsible for fighting against various diseases like covid19. so it is very important to have a proper and nutritious diet that supports the immune system of our body. read more diettoincreaseyourimmunity bestdietforimmunity,Positive
50908,"rasmussen facts to heavily ill and to deaths due to the improper use of hydroxychloroquin to fight covid19 are well charaterized better make true citations than implications based on twisted ""facts"". more are killed by improper use of aspirin than of the widely used hcq",Negative
22190,this covid19 lab leak news is as empty as the sanitizer bullcrap of 2020! how many people in your office get the flu every year? sadly it looks like the us is using covid to pressure china not to invade taiwan! nomorewar peace banweapons,Negative
44604,stay safe. avoid crowds. covid19 is still surging.,Positive
49483,2dg required for a covid patient in ranchi. any leads will be appreciated. covidemergency covid19 2dg,Positive
1964,thoughts on covid19 vaccine passports? i find myself supporting them in workplaces but then wonder if that is an invasion of privacy? canlab cdnpoli ombudsmen from across canada warn provinces of domestic covid 19 vaccine passport pitfalls,Positive
26477,"""it is literally like we're building the death star"" a must watch was covid19 engineered? if so was its release accidental? xcllnt reporting by 60mins australia incl original coronavirus discovery in 2012 in yuan province a 96 match to covid 19",Positive
36679,the number of resolved cases have outnumbered new cases each day since mid april. covid19 pandemic2021 coronavirus,Positive
14180,"""one over they call me if they need more kits. 310 320 kits distributed so far."" great job. covid19 covid19india",Positive
20190,as a response to the spread of covid19 which has left hospitals amp; healthcare centres short of vital supplies uwm distributed ppekits amp; disposable blankets to 3 healthcare institutions in mumbai. this would have been impossible without the support amp; generosity of our donors.,Negative
1786,"trying to wakeup the uk! to covid19 fraud the wrongs and evils of the pandemic is hard work.. so how's about the tag wakeupuk? tweet some ""covid 19"" fact quip link foi interviews video that might just convince someone might wake them up. and tag wakeupuk",Negative
15642,i noticed he said that it wasnt a good idea for the public inquiry into covid19 to be decided by a judge. from what youve written maybe thats in part because he helped weaken them he himself has tried to twist the rule of law to meet his needs.,Positive
17414,we have always been at the forefront when it comes to supporting the country in the fight against the pandemic. through our criticare logistics we recently handled testing kit imports to help india combat the acute shortage of diagnostics equipment. covid19 jeena logistics,Positive
21974,"a large amount of evidence shows that it is almost certain that the new coronavirus originated in animals most likely some kind of bat and then evolved into a pathogen that can infect humans. so where did dr. yan limeng's ""chinese origin theory"" come from?covid19 drlimengyan",Positive
9286,"show me 1 politician across entire political establishment whose near amp; dear ones are suffering like ""we the people"" who are treated no better than herd of sheep. all that every1 wants is satta! control to keep the herd together set narratives amp; discourse. covid19",Positive
